Song,File_Type,Difficulty,Total_Notes,4th_%,8th_%,12th_%,16th_%,24th_%,32nd_%,64th_%,Other_%,Density_Label
Ç±Ç±ÇÎÇÃéÌ.sm,.sm,Medium,256,45.7,42.2,0.0,12.1,0.0,0.0,0.0,0.0,Hard
Ç±Ç±ÇÎÇÃéÌ.sm,.sm,Hard,344,41.9,43.0,0.0,15.1,0.0,0.0,0.0,0.0,Hard
Ç±Ç±ÇÎÇÃéÌ.sm,.sm,Challenge,411,35.8,38.7,0.5,24.6,0.5,0.0,0.0,0.0,Hard
ÉcÉNÉÇÉmÉcÉL.sm,.sm,Challenge,751,29.4,30.4,0.3,39.7,0.3,0.0,0.0,0.0,Challenging
ÉcÉNÉÇÉmÉcÉL.sm,.sm,Medium,399,39.3,41.1,0.0,19.5,0.0,0.0,0.0,0.0,Hard
ÉcÉNÉÇÉmÉcÉL.sm,.sm,Hard,571,34.7,36.6,0.0,28.7,0.0,0.0,0.0,0.0,Hard
mistery.sm,.sm,Medium,271,59.0,38.4,0.0,2.6,0.0,0.0,0.0,0.0,Easy
mistery.sm,.sm,Hard,485,46.0,36.1,0.0,17.9,0.0,0.0,0.0,0.0,Hard
mistery.sm,.sm,Challenge,911,28.2,27.1,3.5,29.1,3.5,4.0,3.3,1.3,Challenging
Lunalutia.sm,.sm,Medium,446,48.7,47.5,0.0,3.8,0.0,0.0,0.0,0.0,Easy
Lunalutia.sm,.sm,Hard,656,37.8,37.0,0.5,24.2,0.5,0.0,0.0,0.0,Hard
Lunalutia.sm,.sm,Challenge,669,37.8,36.6,0.4,24.7,0.4,0.0,0.0,0.0,Hard
sukuranburu.sm,.sm,Hard,400,54.5,42.0,0.0,3.5,0.0,0.0,0.0,0.0,Easy
sukuranburu.sm,.sm,Challenge,957,30.8,30.3,2.1,34.7,2.1,0.0,0.0,0.0,Challenging
Pure My Voices.sm,.sm,Medium,355,50.7,34.9,0.0,14.4,0.0,0.0,0.0,0.0,Hard
Pure My Voices.sm,.sm,Hard,538,41.4,38.3,0.0,20.3,0.0,0.0,0.0,0.0,Hard
Pure My Voices.sm,.sm,Challenge,717,32.6,33.6,0.0,33.8,0.0,0.0,0.0,0.0,Challenging
ìÒêlêF.sm,.sm,Medium,320,63.7,35.0,0.0,1.2,0.0,0.0,0.0,0.0,Easy
ìÒêlêF.sm,.sm,Hard,418,61.2,33.5,0.2,4.5,0.0,0.5,0.0,0.0,Hard
ìÒêlêF.sm,.sm,Challenge,497,51.9,37.4,0.2,10.1,0.0,0.4,0.0,0.0,Hard
ìÒêlêF.sm,.sm,Beginner,719,36.7,32.1,0.1,30.7,0.0,0.3,0.0,0.0,Challenging
BeÅôHappy!.sm,.sm,Medium,480,47.3,42.1,1.2,3.5,1.2,3.8,0.8,0.0,Challenging
BeÅôHappy!.sm,.sm,Hard,705,42.0,39.1,2.8,11.1,2.8,1.8,0.3,0.0,Hard
BeÅôHappy!.sm,.sm,Challenge,886,33.6,32.3,9.6,14.0,9.6,0.9,0.0,0.0,Challenging
ÇπÇ»ÅöÇπÇ»@Surprise!!.sm,.sm,Medium,798,41.4,30.8,0.0,27.1,0.0,0.3,0.5,0.0,Hard
ÇπÇ»ÅöÇπÇ»@Surprise!!.sm,.sm,Hard,1003,33.7,26.8,0.2,38.4,0.2,0.3,0.4,0.0,Challenging
ÇπÇ»ÅöÇπÇ»@Surprise!!.sm,.sm,Challenge,1106,30.6,26.5,0.2,40.0,0.2,1.9,0.7,0.0,Challenging
ÉRÉCÉmÉnÉi.sm,.sm,Challenge,808,28.2,30.0,0.5,40.8,0.5,0.0,0.0,0.0,Challenging
ÉRÉCÉmÉnÉi.sm,.sm,Edit,884,26.6,27.4,0.5,45.1,0.5,0.0,0.0,0.0,Challenging
ÉRÉCÉmÉnÉi.sm,.sm,Medium,275,47.6,50.5,0.0,1.8,0.0,0.0,0.0,0.0,Easy
ÉRÉCÉmÉnÉi.sm,.sm,Hard,510,34.9,39.6,0.0,25.5,0.0,0.0,0.0,0.0,Hard
GATE of ARCANA.sm,.sm,Medium,403,48.4,41.7,0.0,9.9,0.0,0.0,0.0,0.0,Easy
GATE of ARCANA.sm,.sm,Hard,708,42.2,42.7,0.0,15.1,0.0,0.0,0.0,0.0,Hard
GATE of ARCANA.sm,.sm,Challenge,909,33.4,33.8,0.0,32.8,0.0,0.0,0.0,0.0,Challenging
Ç§Ç≥Ç Ç±Ç ÇÒÇ ÇÒÉtÉ@ÉìÉ^ÉWÅ[ÅI.sm,.sm,Medium,440,54.3,39.8,1.4,4.5,0.0,0.0,0.0,0.0,Easy
Ç§Ç≥Ç Ç±Ç ÇÒÇ ÇÒÉtÉ@ÉìÉ^ÉWÅ[ÅI.sm,.sm,Hard,521,47.8,38.0,3.5,10.7,0.0,0.0,0.0,0.0,Hard
Ç§Ç≥Ç Ç±Ç ÇÒÇ ÇÒÉtÉ@ÉìÉ^ÉWÅ[ÅI.sm,.sm,Challenge,664,42.8,35.4,2.9,19.0,0.0,0.0,0.0,0.0,Hard
DESIRE.sm,.sm,Medium,566,32.3,34.1,0.7,29.3,0.7,1.1,1.4,0.4,Hard
DESIRE.sm,.sm,Hard,755,27.4,27.4,0.7,40.8,0.7,2.5,0.0,0.5,Challenging
DESIRE.sm,.sm,Challenge,877,23.9,24.2,0.7,38.9,0.7,11.2,0.0,0.5,Challenging
DESIRE.sm,.sm,Beginner,1177,17.9,18.0,0.5,32.6,0.5,30.1,0.0,0.3,Challenging
Daisukinanda.sm,.sm,Challenge,1149,32.4,31.0,1.5,33.2,0.8,1.2,0.0,0.0,Challenging
Daisukinanda.sm,.sm,Beginner,1369,27.4,26.7,1.5,42.0,1.0,1.3,0.0,0.0,Challenging
IX.sm,.sm,Medium,548,58.0,40.3,0.0,1.6,0.0,0.0,0.0,0.0,Easy
IX.sm,.sm,Hard,766,47.4,37.9,0.0,14.8,0.0,0.0,0.0,0.0,Hard
IX.sm,.sm,Challenge,1042,34.8,32.3,0.0,32.8,0.0,0.0,0.0,0.0,Challenging
ÉãÉVÉIÅ[ÉãÉ}ÉWÉbÉN.sm,.sm,Challenge,681,34.7,34.5,5.6,19.5,5.6,0.1,0.0,0.0,Challenging
ÉãÉVÉIÅ[ÉãÉ}ÉWÉbÉN.sm,.sm,Medium,592,39.4,39.0,4.1,13.5,4.1,0.0,0.0,0.0,Hard
ÉãÉVÉIÅ[ÉãÉ}ÉWÉbÉN.sm,.sm,Hard,705,33.0,32.8,5.5,23.0,5.5,0.1,0.0,0.0,Challenging
âÿóÔ.sm,.sm,Medium,365,63.0,32.6,0.0,4.4,0.0,0.0,0.0,0.0,Easy
âÿóÔ.sm,.sm,Hard,507,50.9,37.7,1.6,8.1,0.4,0.0,0.0,1.4,Hard
âÿóÔ.sm,.sm,Challenge,667,40.2,33.4,6.0,12.4,3.3,2.4,0.0,2.2,Challenging
reviue.sm,.sm,Medium,456,39.3,31.8,0.0,28.9,0.0,0.0,0.0,0.0,Hard
reviue.sm,.sm,Hard,589,33.8,32.1,0.0,34.1,0.0,0.0,0.0,0.0,Challenging
reviue.sm,.sm,Challenge,672,29.6,28.9,0.0,40.0,0.0,1.5,0.0,0.0,Challenging
otomeg.sm,.sm,Medium,516,39.0,39.5,0.0,20.9,0.0,0.4,0.2,0.0,Hard
otomeg.sm,.sm,Hard,563,37.3,37.5,0.0,22.9,0.0,1.8,0.5,0.0,Hard
otomeg.sm,.sm,Challenge,956,25.8,25.2,0.0,44.0,0.0,4.9,0.0,0.0,Challenging
éKÇ—ÇΩåéÇ∆íeä€.sm,.sm,Medium,338,58.9,41.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
éKÇ—ÇΩåéÇ∆íeä€.sm,.sm,Hard,446,48.9,45.3,0.0,5.8,0.0,0.0,0.0,0.0,Easy
éKÇ—ÇΩåéÇ∆íeä€.sm,.sm,Challenge,526,43.3,44.3,0.0,12.4,0.0,0.0,0.0,0.0,Hard
YOU.sm,.sm,Medium,510,31.0,29.8,0.0,39.2,0.0,0.0,0.0,0.0,Challenging
YOU.sm,.sm,Hard,627,27.8,28.4,1.3,41.3,1.3,0.0,0.0,0.0,Challenging
YOU.sm,.sm,Challenge,751,25.3,25.4,1.1,44.5,1.1,2.7,0.0,0.0,Challenging
YOU.sm,.sm,Beginner,1135,16.7,16.8,6.3,29.4,6.3,13.0,0.0,11.3,Challenging
Blue-Love Chime.sm,.sm,Medium,487,50.9,38.2,1.6,9.2,0.0,0.0,0.0,0.0,Easy
Blue-Love Chime.sm,.sm,Hard,675,45.3,44.0,1.2,9.5,0.0,0.0,0.0,0.0,Easy
Blue-Love Chime.sm,.sm,Challenge,802,38.5,39.0,1.2,17.0,1.0,3.2,0.0,0.0,Hard
ÉRÉRÉçÅcê∞ÇÍ.sm,.sm,Challenge,890,23.8,23.7,2.4,39.4,2.4,6.7,0.0,1.6,Challenging
ÉRÉRÉçÅcê∞ÇÍ.sm,.sm,Medium,449,40.1,37.6,0.0,22.3,0.0,0.0,0.0,0.0,Hard
ÉRÉRÉçÅcê∞ÇÍ.sm,.sm,Hard,499,37.5,35.5,1.4,24.2,1.4,0.0,0.0,0.0,Hard
Girl meets Love.sm,.sm,Challenge,772,35.2,33.8,0.8,24.2,0.5,5.2,0.3,0.0,Challenging
Girl meets Love.sm,.sm,Beginner,816,33.3,32.0,0.7,23.2,0.5,10.0,0.2,0.0,Challenging
Girl meets Love.sm,.sm,Medium,400,55.8,37.2,0.0,0.0,0.0,0.0,7.0,0.0,Challenging
Girl meets Love.sm,.sm,Hard,534,46.3,39.1,0.0,14.6,0.0,0.0,0.0,0.0,Hard
Girl meets Love.sm,.sm,Challenge,769,36.2,31.9,1.8,28.3,1.8,0.0,0.0,0.0,Hard
ñlÇ…óˆÇÇµÇƒÅI.sm,.sm,Medium,259,51.7,47.1,0.0,0.4,0.0,0.4,0.4,0.0,Hard
ñlÇ…óˆÇÇµÇƒÅI.sm,.sm,Hard,354,49.7,47.7,0.0,2.5,0.0,0.0,0.0,0.0,Easy
ñlÇ…óˆÇÇµÇƒÅI.sm,.sm,Challenge,420,44.8,49.3,0.0,5.5,0.0,0.2,0.2,0.0,Hard
HesitationSnow Ex.sm,.sm,Medium,592,42.4,32.1,0.0,24.8,0.0,0.7,0.0,0.0,Hard
HesitationSnow Ex.sm,.sm,Challenge,859,29.9,28.1,0.5,38.1,0.5,2.1,0.9,0.0,Challenging
Rolling StarÅôúc.sm,.sm,Challenge,647,38.9,39.1,0.2,21.0,0.2,0.6,0.0,0.0,Hard
Rolling StarÅôúc.sm,.sm,Beginner,761,33.4,34.0,0.1,31.8,0.1,0.5,0.0,0.0,Challenging
Baby.sm,.sm,Medium,366,46.2,42.1,0.3,6.3,0.3,0.0,4.9,0.0,Challenging
Baby.sm,.sm,Hard,484,39.9,37.0,0.4,18.6,0.4,0.0,3.7,0.0,Hard
Baby.sm,.sm,Challenge,667,31.3,29.2,2.1,32.2,2.1,0.3,2.7,0.0,Challenging
mako.sm,.sm,Medium,355,58.9,38.6,0.0,2.5,0.0,0.0,0.0,0.0,Easy
mako.sm,.sm,Hard,518,46.9,43.4,0.4,8.9,0.4,0.0,0.0,0.0,Hard
mako.sm,.sm,Challenge,988,25.2,24.9,1.7,42.8,1.7,3.6,0.0,0.0,Challenging
specd.sm,.sm,Challenge,251,53.0,33.1,0.0,11.6,0.0,2.4,0.0,0.0,Hard
specd.sm,.sm,Beginner,299,44.5,40.5,0.0,12.7,0.0,2.3,0.0,0.0,Hard
eroiko.sm,.sm,Medium,327,46.8,52.3,0.0,0.0,0.0,0.3,0.3,0.3,Hard
eroiko.sm,.sm,Hard,466,49.1,49.8,0.0,0.4,0.0,0.2,0.2,0.2,Hard
eroiko.sm,.sm,Challenge,534,50.2,46.8,0.0,2.1,0.0,0.6,0.2,0.2,Hard
Lovers Unlimited!.sm,.sm,Medium,275,44.7,33.8,0.0,21.5,0.0,0.0,0.0,0.0,Hard
Lovers Unlimited!.sm,.sm,Hard,559,43.1,40.3,5.4,11.3,0.0,0.0,0.0,0.0,Hard
Lovers Unlimited!.sm,.sm,Challenge,933,26.0,25.9,5.1,37.7,5.1,0.0,0.0,0.0,Challenging
Hyper.sm,.sm,Easy,409,43.8,42.5,0.0,13.0,0.0,0.2,0.5,0.0,Hard
Hyper.sm,.sm,Medium,489,40.7,38.9,0.2,19.4,0.2,0.2,0.4,0.0,Hard
Hyper.sm,.sm,Hard,489,40.7,38.9,0.2,19.4,0.2,0.2,0.4,0.0,Hard
Hyper.sm,.sm,Challenge,811,26.8,27.1,1.0,43.8,1.0,0.1,0.2,0.0,Challenging
"We Love,Papa Love!!.sm",.sm,Medium,517,42.4,34.0,0.0,23.6,0.0,0.0,0.0,0.0,Hard
"We Love,Papa Love!!.sm",.sm,Challenge,632,37.5,33.9,0.0,28.6,0.0,0.0,0.0,0.0,Hard
"We Love,Papa Love!!.sm",.sm,Hard,538,40.7,34.8,0.0,24.5,0.0,0.0,0.0,0.0,Hard
"We Love,Papa Love!!.sm",.sm,Beginner,696,34.1,31.0,0.0,34.9,0.0,0.0,0.0,0.0,Challenging
âÿóÔ.sm,.sm,Hard,617,42.9,36.6,4.7,13.9,1.8,0.0,0.0,0.0,Hard
âÿóÔ.sm,.sm,Challenge,712,37.4,32.7,6.3,19.8,3.8,0.0,0.0,0.0,Hard
âÿóÔ.sm,.sm,Beginner,829,32.1,28.2,4.5,18.9,2.3,8.2,3.9,1.9,Challenging
Grow up.sm,.sm,Medium,369,52.3,41.2,2.2,2.2,2.2,0.0,0.0,0.0,Hard
Grow up.sm,.sm,Hard,488,40.6,39.5,3.3,13.3,3.3,0.0,0.0,0.0,Hard
Grow up.sm,.sm,Challenge,534,37.1,36.9,3.0,19.5,3.0,0.6,0.0,0.0,Hard
éÈÇ∆ï…ÇÃÉâÉìÉyÅ[ÉW.sm,.sm,Medium,396,54.8,40.9,0.0,4.3,0.0,0.0,0.0,0.0,Easy
éÈÇ∆ï…ÇÃÉâÉìÉyÅ[ÉW.sm,.sm,Hard,519,52.6,38.9,0.0,8.5,0.0,0.0,0.0,0.0,Easy
éÈÇ∆ï…ÇÃÉâÉìÉyÅ[ÉW.sm,.sm,Challenge,644,44.7,37.0,0.3,17.7,0.3,0.0,0.0,0.0,Hard
ñ≤â‘âŒ.sm,.sm,Challenge,1079,28.8,26.5,7.0,29.6,4.4,2.0,1.7,0.0,Challenging
ñ≤â‘âŒ.sm,.sm,Medium,488,57.2,32.2,4.7,5.9,0.0,0.0,0.0,0.0,Easy
ñ≤â‘âŒ.sm,.sm,Hard,653,47.2,36.1,3.5,13.2,0.0,0.0,0.0,0.0,Hard
Rigid Paradise.sm,.sm,Challenge,1327,35.0,35.7,0.2,27.5,0.2,1.5,0.0,0.0,Hard
basic.sm,.sm,Medium,424,63.4,30.0,4.7,1.9,0.0,0.0,0.0,0.0,Easy
basic.sm,.sm,Hard,548,52.2,30.1,4.7,13.0,0.0,0.0,0.0,0.0,Hard
basic.sm,.sm,Challenge,673,44.3,32.1,9.8,13.8,0.0,0.0,0.0,0.0,Hard
brotherTeacher.sm,.sm,Medium,527,50.7,37.4,0.8,8.9,0.2,0.4,1.7,0.0,Hard
brotherTeacher.sm,.sm,Hard,675,48.0,37.2,4.0,9.0,0.1,0.3,1.3,0.0,Hard
brotherTeacher.sm,.sm,Challenge,842,39.7,33.4,9.9,15.0,0.1,1.0,1.1,0.0,Hard
brotherTeacher.sm,.sm,Edit,1306,26.2,24.3,6.4,34.3,5.4,1.5,1.8,0.0,Challenging
onikish.sm,.sm,Medium,567,42.0,40.6,0.0,17.5,0.0,0.0,0.0,0.0,Hard
onikish.sm,.sm,Hard,725,35.9,34.1,1.1,26.8,0.6,1.7,0.0,0.0,Hard
onikish.sm,.sm,Challenge,834,31.3,30.0,1.0,35.9,0.5,1.4,0.0,0.0,Challenging
onikish.sm,.sm,Beginner,991,26.3,25.2,0.8,33.1,0.4,14.1,0.0,0.0,Challenging
Faint Tone.sm,.sm,Medium,588,52.2,44.9,0.3,2.2,0.3,0.0,0.0,0.0,Hard
Faint Tone.sm,.sm,Hard,689,47.3,45.4,0.4,6.5,0.3,0.0,0.0,0.0,Hard
Faint Tone.sm,.sm,Challenge,984,33.1,32.5,0.3,33.7,0.3,0.0,0.0,0.0,Challenging
ÉgÉLÉÅÉLÉuÅ[ÉPÉgÉX.sm,.sm,Challenge,1101,24.8,24.3,5.9,36.4,5.8,2.8,0.0,0.0,Challenging
ÉgÉLÉÅÉLÉuÅ[ÉPÉgÉX.sm,.sm,Medium,368,48.9,40.8,0.3,9.0,0.0,1.1,0.0,0.0,Hard
ÉgÉLÉÅÉLÉuÅ[ÉPÉgÉX.sm,.sm,Hard,792,31.7,31.4,1.5,33.5,1.4,0.5,0.0,0.0,Challenging
Everlasting Blue.sm,.sm,Medium,460,58.3,36.3,0.4,2.4,0.9,0.4,1.1,0.2,Hard
Everlasting Blue.sm,.sm,Hard,711,41.1,37.1,0.1,20.1,0.4,0.3,0.7,0.1,Hard
Everlasting Blue.sm,.sm,Challenge,1085,26.9,24.3,0.1,47.6,0.3,0.2,0.5,0.1,Challenging
akubyotaisann.sm,.sm,Medium,405,51.6,35.1,0.7,12.6,0.0,0.0,0.0,0.0,Hard
akubyotaisann.sm,.sm,Hard,645,34.7,33.8,0.9,29.5,0.8,0.3,0.0,0.0,Hard
akubyotaisann.sm,.sm,Challenge,806,32.3,31.0,0.7,34.6,0.6,0.4,0.1,0.2,Challenging
ÇÕÇ¡Ç“Ç°Ç»ÇÒÇæÇ©ÇÁÇ¢Ç¢Ç∂Ç·ÇÒ.sm,.sm,Hard,374,53.2,36.4,0.0,10.2,0.0,0.0,0.3,0.0,Hard
ÇÕÇ¡Ç“Ç°Ç»ÇÒÇæÇ©ÇÁÇ¢Ç¢Ç∂Ç·ÇÒ.sm,.sm,Challenge,852,26.3,25.0,9.5,22.4,8.6,5.4,2.8,0.0,Challenging
à§ÅBâ∑ìxÅB.sm,.sm,Medium,438,47.7,50.2,0.0,2.1,0.0,0.0,0.0,0.0,Easy
à§ÅBâ∑ìxÅB.sm,.sm,Hard,549,43.4,42.3,0.0,14.4,0.0,0.0,0.0,0.0,Hard
à§ÅBâ∑ìxÅB.sm,.sm,Challenge,968,26.3,25.7,11.6,24.0,11.6,0.8,0.0,0.0,Challenging
à§ÅBâ∑ìxÅB.sm,.sm,Edit,673,35.4,34.5,0.0,30.2,0.0,0.0,0.0,0.0,Challenging
óˆÇπÇÊÅIâ≥èó.sm,.sm,Medium,385,44.7,54.8,0.0,0.5,0.0,0.0,0.0,0.0,Easy
óˆÇπÇÊÅIâ≥èó.sm,.sm,Hard,547,49.0,49.2,0.0,1.8,0.0,0.0,0.0,0.0,Easy
óˆÇπÇÊÅIâ≥èó.sm,.sm,Challenge,806,34.4,34.1,0.7,27.8,0.7,1.7,0.0,0.5,Hard
Ç‹Ç¡ÇµÇÆÇÁÅI.sm,.sm,Medium,379,44.3,46.4,0.0,9.2,0.0,0.0,0.0,0.0,Easy
Ç‹Ç¡ÇµÇÆÇÁÅI.sm,.sm,Hard,497,37.4,39.0,0.0,23.5,0.0,0.0,0.0,0.0,Hard
Ç‹Ç¡ÇµÇÆÇÁÅI.sm,.sm,Challenge,587,34.1,34.8,0.0,31.2,0.0,0.0,0.0,0.0,Challenging
ULTRA BUTTERFLY(ç£çÑóÕ).sm,.sm,Medium,592,37.2,34.3,7.1,21.5,0.0,0.0,0.0,0.0,Hard
ULTRA BUTTERFLY(ç£çÑóÕ).sm,.sm,Hard,756,37.0,34.0,5.6,23.4,0.0,0.0,0.0,0.0,Hard
ULTRA BUTTERFLY(ç£çÑóÕ).sm,.sm,Challenge,819,36.4,33.1,5.4,24.9,0.2,0.0,0.0,0.0,Hard
hikari.sm,.sm,Medium,399,51.6,47.9,0.0,0.5,0.0,0.0,0.0,0.0,Easy
hikari.sm,.sm,Hard,594,35.4,34.8,0.2,29.1,0.2,0.3,0.0,0.0,Hard
hikari.sm,.sm,Challenge,831,25.3,25.0,0.1,49.0,0.1,0.5,0.0,0.0,Challenging
hikari.sm,.sm,Easy,391,52.4,47.1,0.0,0.5,0.0,0.0,0.0,0.0,Easy
ÉlÉKÉeÉBÉuÅEÉ[ÉçÅEÉpÉâÉ_ÉCÉXÅI.sm,.sm,Medium,306,71.2,28.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ÉlÉKÉeÉBÉuÅEÉ[ÉçÅEÉpÉâÉ_ÉCÉXÅI.sm,.sm,Hard,469,52.7,42.2,0.0,5.1,0.0,0.0,0.0,0.0,Easy
ÉlÉKÉeÉBÉuÅEÉ[ÉçÅEÉpÉâÉ_ÉCÉXÅI.sm,.sm,Challenge,670,39.6,39.0,3.4,14.6,3.4,0.0,0.0,0.0,Hard
megamisamaxtu.sm,.sm,Medium,317,54.3,45.7,0.0,0.0,0.0,0.0,0.0,0.0,Easy
megamisamaxtu.sm,.sm,Hard,414,52.9,45.2,0.0,1.9,0.0,0.0,0.0,0.0,Easy
megamisamaxtu.sm,.sm,Challenge,484,45.7,39.9,0.0,14.5,0.0,0.0,0.0,0.0,Hard
óˆÇ≥Ç≠É~ÉâÉC.sm,.sm,Hard,518,46.5,47.5,0.0,6.0,0.0,0.0,0.0,0.0,Easy
óˆÇ≥Ç≠É~ÉâÉC.sm,.sm,Challenge,1040,27.7,27.7,2.2,39.8,2.2,0.4,0.0,0.0,Challenging
óˆÇ≥Ç≠É~ÉâÉC.sm,.sm,Medium,381,46.7,50.7,0.0,2.6,0.0,0.0,0.0,0.0,Easy
KiLLERLADY.sm,.sm,Medium,420,46.2,41.9,0.0,11.9,0.0,0.0,0.0,0.0,Hard
KiLLERLADY.sm,.sm,Hard,602,34.2,31.6,0.0,34.2,0.0,0.0,0.0,0.0,Challenging
KiLLERLADY.sm,.sm,Challenge,707,31.0,29.0,0.0,40.0,0.0,0.0,0.0,0.0,Challenging
reimei.sm,.sm,Challenge,904,27.4,26.0,0.0,46.6,0.0,0.0,0.0,0.0,Challenging
reimei.sm,.sm,Hard,903,27.5,26.0,0.0,46.5,0.0,0.0,0.0,0.0,Challenging
ch5.sm,.sm,Medium,562,39.0,40.0,0.0,21.0,0.0,0.0,0.0,0.0,Hard
ch5.sm,.sm,Hard,596,37.1,37.9,0.0,22.7,0.0,2.3,0.0,0.0,Hard
ch5.sm,.sm,Challenge,668,34.3,35.0,0.0,28.0,0.0,2.7,0.0,0.0,Hard
good-bye crisis.sm,.sm,Challenge,1029,29.8,32.3,0.4,37.1,0.4,0.0,0.0,0.0,Challenging
resipi.sm,.sm,Challenge,830,31.6,32.3,0.0,35.2,0.0,1.0,0.0,0.0,Challenging
resipi.sm,.sm,Beginner,832,31.6,32.3,0.0,35.1,0.0,1.0,0.0,0.0,Challenging
millionvocaloid.sm,.sm,Medium,356,66.9,31.5,0.0,1.7,0.0,0.0,0.0,0.0,Easy
millionvocaloid.sm,.sm,Hard,537,50.1,43.8,0.0,6.1,0.0,0.0,0.0,0.0,Easy
millionvocaloid.sm,.sm,Challenge,560,49.1,44.5,0.0,6.1,0.0,0.4,0.0,0.0,Hard
lucky monster.sm,.sm,Challenge,922,26.4,26.8,0.0,45.8,0.0,1.1,0.0,0.0,Challenging
tyoko.sm,.sm,Medium,726,35.0,36.2,0.3,28.1,0.4,0.0,0.0,0.0,Hard
tyoko.sm,.sm,Hard,985,29.5,29.4,0.2,40.5,0.3,0.0,0.0,0.0,Challenging
tyoko.sm,.sm,Challenge,1073,27.1,27.0,0.2,45.4,0.3,0.0,0.0,0.0,Challenging
tyoko.sm,.sm,Beginner,1339,22.4,22.4,0.1,40.0,0.2,9.9,4.9,0.0,Challenging
detonator.sm,.sm,Challenge,696,28.9,29.0,0.3,40.9,0.6,0.0,0.0,0.3,Challenging
êÁîNÇÃ„J.sm,.sm,Medium,396,52.0,47.7,0.0,0.3,0.0,0.0,0.0,0.0,Easy
êÁîNÇÃ„J.sm,.sm,Hard,464,46.1,45.9,0.0,8.0,0.0,0.0,0.0,0.0,Easy
êÁîNÇÃ„J.sm,.sm,Challenge,701,32.2,33.5,0.0,34.0,0.0,0.1,0.1,0.0,Challenging
êÁîNÇÃ„J.sm,.sm,Beginner,936,25.9,25.7,4.6,33.1,4.6,5.0,0.9,0.2,Challenging
This World is a Roulette.sm,.sm,Medium,566,43.1,39.4,0.7,15.4,0.7,0.7,0.0,0.0,Hard
This World is a Roulette.sm,.sm,Hard,736,36.0,31.4,0.5,28.8,0.8,1.2,1.2,0.0,Hard
This World is a Roulette.sm,.sm,Challenge,840,33.5,30.7,0.5,31.9,0.7,1.2,1.1,0.5,Challenging
íNÇ©ëÅÇ≠Ç†ÇÃèóÇé~ÇﬂÇƒÇ≠ÇÍÇ•Ç¡ÅI.sm,.sm,Medium,321,77.6,20.9,0.0,1.6,0.0,0.0,0.0,0.0,Easy
íNÇ©ëÅÇ≠Ç†ÇÃèóÇé~ÇﬂÇƒÇ≠ÇÍÇ•Ç¡ÅI.sm,.sm,Hard,574,54.2,42.2,0.0,3.7,0.0,0.0,0.0,0.0,Easy
íNÇ©ëÅÇ≠Ç†ÇÃèóÇé~ÇﬂÇƒÇ≠ÇÍÇ•Ç¡ÅI.sm,.sm,Challenge,895,34.0,28.0,0.0,37.2,0.8,0.0,0.0,0.0,Challenging
Realize Maze.sm,.sm,Medium,794,32.5,30.0,0.1,35.5,0.1,1.8,0.0,0.0,Challenging
Realize Maze.sm,.sm,Hard,829,32.1,31.0,0.1,34.5,0.1,2.2,0.0,0.0,Challenging
Realize Maze.sm,.sm,Challenge,915,29.9,30.2,0.4,36.8,0.4,2.2,0.0,0.0,Challenging
ñÏèbÉèÉCÉãÉh.sm,.sm,Medium,406,73.4,26.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ñÏèbÉèÉCÉãÉh.sm,.sm,Hard,713,60.0,37.4,2.5,0.0,0.0,0.0,0.0,0.0,Easy
ñÏèbÉèÉCÉãÉh.sm,.sm,Challenge,781,55.6,41.9,2.6,0.0,0.0,0.0,0.0,0.0,Easy
INFINITY.sm,.sm,Medium,479,55.9,36.7,0.0,6.9,0.0,0.0,0.4,0.0,Hard
INFINITY.sm,.sm,Hard,777,39.8,34.7,0.0,25.2,0.0,0.0,0.3,0.0,Hard
INFINITY.sm,.sm,Challenge,1066,29.2,27.5,0.0,42.8,0.0,0.4,0.2,0.0,Challenging
partyÅôparty Time!.sm,.sm,Medium,372,47.8,38.2,0.3,13.4,0.3,0.0,0.0,0.0,Hard
partyÅôparty Time!.sm,.sm,Hard,479,36.5,35.3,0.2,27.8,0.2,0.0,0.0,0.0,Hard
partyÅôparty Time!.sm,.sm,Challenge,522,34.7,36.4,0.2,28.5,0.2,0.0,0.0,0.0,Hard
Flyable Heart.sm,.sm,Medium,219,47.5,52.5,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Flyable Heart.sm,.sm,Hard,458,49.1,48.3,0.4,1.7,0.4,0.0,0.0,0.0,Hard
Flyable Heart.sm,.sm,Challenge,905,26.9,27.2,2.2,40.3,2.2,1.0,0.2,0.0,Challenging
ñ¢óàÉmÉXÉ^ÉãÉWÉA.sm,.sm,Hard,572,46.3,42.0,0.0,11.7,0.0,0.0,0.0,0.0,Hard
ñ¢óàÉmÉXÉ^ÉãÉWÉA.sm,.sm,Challenge,673,41.2,39.5,0.0,19.2,0.0,0.0,0.0,0.1,Hard
My sweet lady.sm,.sm,Hard,455,37.4,41.1,0.0,21.5,0.0,0.0,0.0,0.0,Hard
My sweet lady.sm,.sm,Challenge,550,33.1,36.4,0.0,30.5,0.0,0.0,0.0,0.0,Challenging
alice.sm,.sm,Medium,450,44.4,31.1,0.0,17.3,0.0,2.7,4.4,0.0,Challenging
